employee_id,nama,tanggal_bergabung,tanggal_isi_survei,jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,jumlah_tanggungan,departemen,jabatan,lama_bekerja_tahun,tipe_perusahaan,ukuran_perusahaan,rentang_gaji,status_wfh,jenis_shift,jam_kerja_per_hari,jam_lembur_per_hari,hari_kerja_per_minggu,frekuensi_meeting_per_hari,beban_kerja_persepsi,jumlah_deadline_per_minggu,jam_tidur_per_hari,kualitas_tidur,waktu_tidur_malam,jam_istirahat_siang,frekuensi_olahraga_per_minggu,durasi_olahraga_menit,jam_layar_per_hari,konsumsi_kafein_per_hari,status_merokok,pola_makan,tingkat_stres,tingkat_kecemasan,tingkat_depresi,motivasi_kerja,kepuasan_kerja,work_life_balance,produktivitas_diri,kemampuan_konsentrasi,dukungan_sosial_rekan,dukungan_atasan,keluhan_fisik_utama,riwayat_kesehatan_mental,akses_layanan_kesehatan_mental,frekuensi_konflik_kerja,keamanan_pekerjaan,kebijakan_mh_perusahaan,status_kesehatan_mental,deskripsi_keluhan,tingkat_burnout
emp-24412,Jabal Najmudin,10/18/2019,8/3/2025,cowo,27.87,S1,Menikah,1,Product,Data Analyst,3.01,BUMN,201-500 orang,3-5 juta,Ya,Shifting,12.23,0.53,6.2,3,Ringan,2,6.16,4.3,01:00-02:00,,0.22,28.34,-7.44,0,Tidak,Buruk,4.93,4.67,,6.38,2.75,5.89,4.93,1.86,4.76,5.46,Jantung Berdebar,Pernah Depresi,Tidak,5.03,Cukup Aman,,Cukup,sering merasa lelah,0.5
KRY05723,,11/4/2023,11/29/2021,female,28.81,S1,Single,3,Research,Software Engineer,,WFH,201-500 orang,dibawah UMR,Ya,Malam,9.11,2.8,,4,Medium,3,32.69,6.88,-,,2.07,58.37,9.19,,Tidak,Sedang,5.27,6.44,1,6.24,5.22,1.7,8.76,3.49,10,4.35,Tidak Ada,Tidak Ada,Ya,3.26,Cukup Aman,Tidak Ada,Tidak Baik,-,2.143683844
E12166,"Vicky Najmudin, S.E.",,6-Aug-25,Laki-laki,29.25,S1,Divorced,3,HR,Finance Analyst,1.64,Corporate,51-200 orang,12-20jt,Tidak,fleksibel,10.28,2.31,3.34,7,sedang,2,6.8,9.5,00:00-01:00,0.96,3.92,31.88,3.71,3,Tidak,Cukup,1.8,,3.53,,32.71,5.26,6.67,6.82,9.04,5.39,Mata Perih,Pernah Depresi,Tidak,3.02,Cukup Aman,tidak ada,Baik,tidak ada keluhan,0.08
KRY20885,Icha Sihombing,12/1/2020,7/9/2022,Laki-laki,35.34,S2,Belum Menikah,2,IT,Finance Analyst,1.74,WFH,501-1000,5-8 juta,Ya,Siang,9.36,1.4,6.49,5,sedang,3,2.73,5.66,23:00-00:00,1.24,3.3,?,,3,Ya,Teratur,,8.93,3.6,1,2.68,5.4,1.66,9.71,6.18,4.61,Mata Lelah,Burnout Sebelumnya,Tidak,3.86,Aman,tidak ada,Tidak Baik,susah fokus kerja,0.73
ID15061,Paramita Utama,,22-Feb-24,Laki-laki,30.37,-,Belum Menikah,0,Sales,Software Engineer,1.11,Startup,501-1000 orang,8-12 juta,Tidak,Pagi,11.29,0.02,3.79,1,Sedang,1,5,4.54,22:00-23:00,0.53,0.73,32.57,10.51,4,Ya,Teratur,6.47,6.31,1.93,6.4,5.3,5.51,2.96,7.32,5.66,1.87,Nyeri Punggung,Tidak Pernah Didiagnosis,Tidak Tahu Ada,4.8,Tidak Aman,Tidak Ada,Cukup,tim tidak supportif,0.8
KRY02836,"Maida Hutasoit, S.IP",0000-00-00,5/7/2020,P,26.9,D3,Menikah,2,Finance,Operations Staff,5.21,Remote,501-1000 orang,5-8 juta,Tidak,Pagi,6.9,3.32,4.94,6,Berat,6,4.78,6.93,00:00-01:00,0.93,0.92,42.16,9.16,0,Tidak,Buruk,8.82,2.5,4.61,6.03,7.5,5.48,3.52,2.2,6.13,7,Nyeri Punggung,Tidak Ada,Tidak,,Cukup Aman,Tidak,Good,tidak mau menjawab,0.55
EMP18591,"Jarwadi Januar, S.Kom",3/1/2021,5-Jul-18,PEREMPUAN,36.18,S1,Menikah,1,IT,Data Analyst,7.47,Startup,201-500 orang,< 3 juta,Tidak,Pagi,11.49,0.76,4,3,Berat,3,5.95,6.75,22:00-23:00,0.45,0.85,304.89,8.74,tidak tahu,Tidak,Teratur,1,6.18,5.4,,4.88,3.18,3.11,4.56,8.76,5.73,Nyeri Punggung,Pernah Depresi,Tidak,1,Netral,Kurang Tahu,Cukup,anxiety tinggi,
E3166,,11-May-18,21-Dec-21,Pria,18,Sarjana,Belum Menikah,2,Teknik,Akuntan,2.31,Corporate,> 1000 orang,tidak mau menyebutkan,Ya,Pagi,,0.86,5.42,7,Sedang,2,6.95,2.15,tidak tentu,0.45,0.68,53.81,2,2,Tidak,Tidak Teratur,5.8,3.2,7.12,6.99,,5.8,7.75,5.1,,9,tidak ada,Anxiety,tidak,8.13,Sangat Tidak Aman,Ada dan Efektif,Cukup Baik,hubungan dengan atasan buruk,
EMP10546,"Puti Amalia Wahyudin, S.Pd",,2-Sep-24,Laki-laki,30.06,Diploma 3,Menikah,2,engineering,Akuntan,0.82,Corporate,201-500 orang,3jt-5jt,Nope,08:00-17:00,12.23,2.68,4.31,2,sedang,2,5.78,7.73,22:00-23:00,0,0.81,,32.49,2,Tidak Merokok,Buruk,,7.78,5.8,2.77,,1.4,5.68,7.88,7.22,2.27,Kelelahan Fisik,Tidak Ada,Tidak,1,Sangat Aman,tidak tahu,Tidak Baik,CAPE BANGET,0.69
EMP15384,Ulva Mardhiyah,18-02-2023,23/07/2021,Perempuan,-29.79,S1,Menikah,0,hr,Software Engineer,1.92,swasta,501-1000 orang,< 3 juta,Tidak,pagi,5.23,2.57,,4,Berat,3,5.75,3.93,,1.03,3.66,43.9,11.15,,Tidak,Buruk,6.85,5.86,3.64,,1.89,,6.21,4.18,4.55,,Tidak Ada,Tidak Ada,Belum Pernah,6.46,Aman,Tidak Tahu,fine,tidak mau menjawab,
E1226,Tgk. Heru Yulianti,19-Sep-25,10/14/2024,pr,28.09,S1,Belum Menikah,1,Finance,Scrum Master,2.56,bumn,501-1000,3-5 juta,Tidak,Pagi,10.01,2.44,4.21,3,Sedang,2,5.53,,00:00-01:00,,2.64,,10.46,4,Tidak,Baik,8.71,5.53,7.41,7.47,3.99,5.6,8.99,4.39,7.07,5.87,Nyeri Punggung,Kecemasan,Pernah,2.72,Aman,Ada tapi Tidak Efektif,Baik,fine aja,0.33
,Ir. Violet Yuliarti,tidak ingat,21-Jul-22,Perempuan,18,D3,Menikah,0,Marketing,Operations Staff,3.8,NGO,51-200 orang,3-5 juta,Hybrid,Siang,6.18,4.52,6.13,2,Berat,17.38,5.44,,01:00-02:00,0.34,1.66,63.67,5.45,2,Tidak,Sedang,4.98,6.15,5.61,9.56,,6.33,5.63,,7.61,4.31,sakit kepala,Burnout Sebelumnya,,1.13,Cukup Aman,Kurang Tahu,Cukup,stress karena deadline,0.66
emp-12705,Galak Wibisono,8-Jul-25,27-06-2025,nan,29.25,s2,Menikah,2,Marketing,Akuntan,1.3,Startup,201-500 orang,,NO,Fleksibel,9.96,0.1,5.09,1,Sedang,1,5.09,39.46,21:00-22:00,0.07,0.38,45.28,7.4,0,no,Sehat,9.47,5.83,4.3,4.26,6.95,4.32,10,8.12,4.12,,Mata Lelah,Tidak Ada,Tidak,,Sangat Aman,Tidak Ada,Buruk,tidak ada work life balance,0.69
ID4552,"Dr. Prayogo Astuti, S.Kom",2/12/2026,18-Aug-25,Laki-laki,34.88,SMA,Menikah,2,,Backend Developer,4.75,PMA,Besar,8-12 juta,Tidak,Siang,9.1,3.04,4.57,5,Sangat Berat,1,86.22,4.25,bervariasi,0.92,1.13,47.21,9.22,0,No,Buruk,6.46,5.27,4.35,6.79,1.98,3.17,1.44,5.7,9.43,6.91,nyeri punggung,Tidak Ada,Tidak,2.65,Aman,Tidak Ada,sangat buruk,stress karena deadline,0.97
10944,Rendy Gunarto,8/1/2018,3/1/2023,laki-laki,27.77,S1,Belum Menikah,0,IT,Scrum Master,1.15,Startup,< 10 orang,12-20 juta,Tidak,Pagi,10.33,0.66,5.37,4,,2,6.78,10,23:00-00:00,0.53,0.43,43.27,10.01,1,Ya,Sedang,5.81,4.01,6.95,,5.64,5.6,7.34,1,4.48,7.3,Kelelahan Fisik,Pernah Depresi,Tidak Ada Akses,3.17,Khawatir,Tidak Tahu,Buruk,,0.88
emp-1992,R. Dono Nasyidah,22-Sep-19,17-Oct-21,Perempuan,34.28,S1,Belum Menikah,1,Marketing,Digital Marketing,10.58,Startup,10-50 orang,< 3 juta,Hybrid,Pagi,11.3,5.84,4.78,2,Overwhelmed,4,7.57,3,21:00-22:00,0.54,0.42,61.01,9.11,0,Tidak Merokok,Teratur,8.32,4.36,6.67,,-4.28,,5.07,,7.52,2.96,pusing,Tidak Tahu,Ya,4.17,Tidak Aman,Ada dan Efektif,Baik,burnout parah,0.56
ID22726,Harja Marpaung,,4/8/2024,Perempuan,28.65,S1,Menikah,1,Ops,,1.36,Corporate,< 10 orang,5-8 juta,Ya,Malam,8.18,1,3.92,5,Sangat Ringan,6,,3.65,23:00-00:00,1,5.14,29.57,10.71,1,Iya,Baik,tidak tahu,4.31,,5.44,4.83,7.81,,6.65,,9.29,cape banget,Tidak Ada,Tidak Tahu Ada,5.99,Tidak Aman,Tidak Ada,Buruk,burnout parah,0.89
EMP05901,Salimah Gunarto,30-09-2023,23-05-2023,Laki-laki,31.32,S1,Menikah,1,Human Resource,Staff,,Pemerintah,201-500 orang,8-12 juta,Ya,Fleksibel,9.73,2,5.89,2,Berat,2,4.48,8.04,01:00-02:00,0.61,2.6,0,115.54,0,N/A,buruk,9.49,6.66,1.55,3.85,5.62,2.22,,4.39,6.92,5.88,Nyeri Punggung,,Ya,9.35,Cukup Aman,Tidak Ada,baik,stress karena deadline,0.77
emp-1263,"Wisnu Dabukke, S.Farm",0000-00-00,17/09/2018,,32.77,S1,Belum Menikah,1,GA,Digital Marketing,7.46,Startup,201-500,8-12 juta,Nope,08:00-17:00,11.33,0.65,4.58,,Sedang,2,6.57,9.01,00:00-01:00,0.33,,30.14,6.54,3,Kadang,Teratur,4.18,7.51,6.43,4.93,,4.1,6.41,7.18,7.32,4.32,susah tidur,Tidak Ada,Sudah Pernah,1,Aman,Tidak Ada,Cukup,merasa tidak dihargai,0.34
26154,"Dodo Lailasari, M.TI.",0000-00-00,10/19/2022,female,21.98,D3,Belum Menikah,2,IT,Scrum Master,0.26,bumn,> 1000 orang,-,N/A,Fleksibel,6.58,5.97,4.5,,Sedang,3,5.27,5.64,00:00-01:00,,4.43,,9.59,4,Ya,Buruk,51.52,5.81,8.6,10,7.93,5.47,3.2,6.32,-10,2.85,Sakit Kepala,Anxiety,Ya,3.08,Sangat Tidak Aman,ada,Cukup,  ,0.43
EMP18274,Cindy Laksita,9/25/2018,2/7/2023,LAKI-LAKI,49.52,SMA/SMK,single,1,Engineering,Marketing Manager,13.03,Startup,Kecil,<3jt,Tidak,Shifting,6.89,3.75,5.33,4,sangat berat,3,6.8,3.94,22:00-23:00,0.25,1.76,17.22,5.31,,Ya,Tidak Teratur,5.82,7.38,6.22,2.33,6.25,2.48,10,6.28,9.01,3.68,Tidak Ada,depresi,,3.89,Aman,Tidak Tahu,Cukup Baik,tim tidak supportif,0.6
EMP23838,Aisyah Wijaya,,10/21/2020,Laki-laki,33.73,SMA/SMK,Cerai,2,Product,HR Specialist,0.47,Corporate,< 10 orang,12-20 juta,,fleksibel,8.34,1.12,5.54,3,Sangat Berat,,5,6.33,22:00-23:00,1.32,0.26,50.35,7.13,0,Tidak,Cukup,-,8.16,4.6,3.67,5.57,3.6,7.02,3.2,4.38,3.97,Sakit Kepala,Kecemasan,Sedang Menjalani,3.42,Cukup Aman,tidak ada,Parah,overwhelmed,1
6428,Prima Farida,tidak ingat,11-Mar-24,Perempuan,27.59,S2,Lajang,2,Engineering,Finance Analyst,4.74,Corporate,> 1000 orang,tidak mau menyebutkan,Tidak,rotasi,6.69,0.06,5.83,2,ringan,4,,5.01,> 02:00,0.5,1.21,15.68,10.45,1,Tidak,baik,4.68,7.07,,2.38,3.82,2.96,3.43,4.04,3.49,6.21,Tidak Ada,Tidak Ada,Tidak,3.38,Netral,Ada,Baik,susah fokus kerja,0.75
15830,"Rudi Setiawan, M.Kom.",tidak ingat,22-06-2019,Pria,30.07,tidak tahu,Duda,2,Sales,Business Development,6.07,Corporate,< 10 orang,3-5 juta,ya,Fleksibel,13.65,0.02,,5,Berat,5,5.08,2.59,22:00-23:00,0,0.58,30.45,8.93,5,Tidak,buruk,88.25,10,3.83,,4.83,44.04,,5.14,6.2,7.34,Tidak Ada,anxiety,Belum Pernah,1,Aman,Ada tapi Jarang Dipakai,Buruk,sering merasa lelah,0.97
KRY29260,Adhiarja Yulianti,10-Feb-20,12/5/2023,LAKI-LAKI,28.73,D3,Divorced,0,Marketing,Marketing Staff,0.81,swasta,51-200 orang,> 30 juta,Tidak,Fleksibel,12.54,0.93,4.44,3,Berat,4,6.94,6,tidak tentu,1.21,3.3,50.99,6.78,0,Tidak,Sering Skip Makan,9.7,6.89,,4.52,1.24,3.41,,6.3,-5.77,4.79,Tidak Ada,Burnout Sebelumnya,Tidak Ada Akses,5.56,Cukup Aman,Tidak Ada,OK,sering sakit kepala,0.51
E19139,,10-Jun-18,8/6/2025,cewe,27.81,SMA/SMK,Lajang,0,hr,Customer Service,5.83,freelance,>1000,5-8 juta,Tidak,08:00-17:00,9.52,0.3,3.96,3,Sedang,2,7.47,31.05,01:00-02:00,1.56,0.49,-11.95,9.81,0,Merokok,Baik,10,4.85,4.85,4.94,3.58,3.98,4.33,6.45,5.5,6.41,Tidak Ada,Kecemasan,Tidak,4.88,Aman,Ada,Sangat Buruk,kerja terlalu banyak,0.52
ID11242,Zulaikha Jailani,tidak ingat,18/10/2018,Laki-laki,33.24,D3,Duda/Janda,,Legal,HR Staff,1.73,PMA,Besar,8-12jt,Tidak,Malam,12.09,0.62,4.6,2,Sedang,1,7.47,9.2,bervariasi,1.31,7.48,,6.64,2,Tidak,Buruk,6.66,4.24,8.16,4.86,6.7,1,5.97,3.98,5,6.62,Nyeri Punggung,Anxiety,Tidak,4.48,Cukup Aman,Tidak Tahu,Cukup,kerja terlalu banyak,0.8
kry_21670,"R. Dinda Purnawati, M.Kom.",1/15/2019,7/2/2021,laki-laki,34.92,S1,Divorced,3,IT,Software Engineer,1.77,Startup,> 1000 orang,5-8 juta,Tidak,pagi,10.18,1.16,5.25,3,Sedang,6,5.05,7.97,00:00-01:00,0.34,,,9.93,0,tidak,Sedang,8.64,8.26,4.2,3.72,3.23,5.65,9.34,,7.78,5.19,Sakit Kepala,Tidak Ada,,3.34,Sangat Aman,Ada tapi Tidak Efektif,Buruk,stress bgt tp masih oke,0.65
EMP03634,Vanesa Nurdiyanti,,2-May-20,laki-laki,34.21,,Belum Menikah,4,IT,Data Scientist,1.56,Corporate,51-200 orang,20-30 juta,Y,Fleksibel,7.47,0.11,5.04,4,Sangat Berat,2,7.12,7.66,tidak tentu,0.68,0.43,,,1,Tidak,Sangat Buruk,6.62,,,2.15,6.75,5.09,7.41,6.6,-6.02,,Mata Lelah,Tidak Ada,Tidak,1.84,Aman,Ada tapi Tidak Efektif,,  ,0.39
emp-22697,"Dt. Emin Najmudin, S.IP",4/4/2024,14-May-21,perempuan,21.76,D3,Menikah,2,Operations,Backend Developer,0.1,PMA,51-200 orang,3-5 juta,ya,Pagi,11.29,0.33,,1,Berat,5,8.26,7.03,23:00-00:00,,,60.47,11.2,2,Ya,Teratur,10,7.51,,3.43,3.55,9.86,9.22,-6.46,5.66,4.7,tidak ada,Tidak,Ya,5.77,Sangat Aman,Tidak,Buruk,-,
ID24305,"Tgk. Perkasa Anggraini, M.Kom.",2/22/2021,8/27/2025,Perempuan,30.42,S1,Belum Menikah,3,HR,Software Engineer,1.67,Swasta,Besar,3-5 juta,Hybrid,Flexible,11.56,0.44,5.52,3,Sangat Berat,5,8.28,,jam 11,7.54,0.88,51.82,8.96,1,Tidak,Tidak Teratur,8.02,6.63,3.59,3.7,8.42,,8.31,9.54,,7.67,Insomnia,Tidak Ada,Tidak,1.09,Sangat Tidak Aman,Tidak,Baik,,0.94
26504,drg. Puput Siregar,23-10-2021,3/17/2026,LAKI-LAKI,32.76,S2,Menikah,0,Design,Senior Software Engineer,8.77,Startup,201-500 orang,tidak mau menyebutkan,Tergantung,Night Shift,6.96,1.5,5.41,2,Sedang,3,6.31,3.93,22:00-23:00,1.49,0.5,57.81,9.46,1,,Buruk,4.65,4.78,1.52,4.69,,4.36,6.44,4.81,8.33,2.91,Tidak Ada,Tidak Ada,Tidak,4.06,Sangat Aman,Tidak Ada,Buruk,tidak mau menjawab,4.14
EMP03662,Joko Kuswandari,Aug-19,12/11/2022,Pria,23.9,S1,Belum Menikah,1,Finance,Junior Developer,9.13,corporate,< 10 orang,< 3 juta,Y,Rotasi,7.64,0.21,4.96,4,Berat,2,6.03,8.39,00:00-01:00,0.63,5.14,34.47,7.05,,Tidak,Baik,6.87,,5.25,1,6.5,-8.91,5.7,1.29,4.14,5.09,Pusing,Kecemasan,Tidak,2.52,Tidak Aman,Ada dan Efektif,Baik,merasa tertekan,
kry_9614,Kania Waskita,8/12/2025,9/13/2018,Laki-laki,35.59,S2,Menikah,1,Engineering,HR Manager,0.26,Corporate,> 1000 orang,20-30 juta,kadang,Pagi,6.9,6.17,5.09,34.74,Berat,3,,6.78,00:00-01:00,0.97,4.04,38.54,5.25,2,Tidak,Sangat Buruk,5.3,6.97,3.13,7.07,6.72,8.55,7.37,7.33,5.24,8.25,Mual,Tidak Tahu,Tidak,1,Netral,Tidak Ada,Baik,  ,0.49
8455,Intan Narpati,tidak ingat,19-04-2025,cewe,22.53,S1,Cerai,2,Legal,Intern,,Startup,51-200 orang,20-30 juta,Tidak,22:00-06:00,,4.04,4.68,4,Sangat Berat,1,6.14,,Tidak Tentu,,1,169.38,7.82,4,Tidak,Sangat Buruk,7.69,5.66,3.71,1.84,4.31,1.49,4.08,6.67,2.93,7.32,lelah,Tidak Ada,Tidak,38.44,Aman,Ada dan Efektif,Tidak Baik,kerja terlalu banyak,0.65
EMP15228,"R. Vanesa Rajasa, M.M.",4/21/2023,11/3/2022,L,23.18,S1,Cerai,0,marketing,,3.92,Swasta,501-1000,>30jt,Tidak,Fleksibel,11.06,0.63,,,Sedang,3,-4.98,5.58,tidak tentu,1.55,,35.64,10.58,0,Tidak Merokok,Sangat Buruk,8.1,,,5.33,,5.96,7.33,8.78,10,1.75,lelah,Tidak Ada,Tidak Ada Akses,unknown,Khawatir,Tidak Tahu,fine,,0.73
EMP01151,R. Puji Waskita,tidak ingat,13-05-2023,Perempuan,22.06,s1,Menikah,2,Legal,,0.23,Corporate,> 1000 orang,3-5 juta,Tidak,Pagi,7,2.96,4.96,3,Normal,6,6.8,4.06,22:00-23:00,,1.65,29.38,10.07,2,Ya,Buruk,5.2,6.58,-5.45,,,6.17,5.64,6.15,6.23,2.71,Tidak Ada,Bipolar,Belum Pernah,56.72,Netral,Tidak Tahu,Baik,takut kehilangan pekerjaan,0.46
E4337,Patricia Puspasari,,12/1/2025,tidak mau menyebutkan,18,d3,Belum Menikah,1,IT,Scrum Master,0.96,BUMN,> 1000 orang,3jt-5jt,,Pagi,9.59,2.2,5.27,1,Ringan,1,6.95,5.7,11 malam,,0.87,40.66,8.43,2,Tidak,Buruk,4.94,6.26,4.13,10,,3.67,3.23,,4.4,6.94,Mual,Tidak Ada,Tidak,-6.47,tidak tahu,Ada,baik,sering sakit kepala,0.49
emp-25150,"Sutan Jaiman Suartini, S.Pd",12/7/2021,30/09/2018,Wanita,26.17,D3,Belum Menikah,2,HR,Data Analyst,1.51,WFH,10-50 orang,8-12 juta,Hybrid,Shifting,8.8,2.67,3.77,5,Overwhelmed,4,6.37,4.17,23:00-00:00,,0.87,22.28,5.84,0,Tidak,Cukup,4.55,4.56,8.11,7.3,,7.55,8.96,8.05,5.19,10,Sakit Kepala,Burnout Sebelumnya,Tidak,1.36,Netral,Tidak Ada,Bad,mood swing,0.75
EMP14889,"Wakiman Nainggolan, S.E.I",10-Dec-20,7/26/2022,Wanita,20.97,sma,Menikah,0,IT,Intern,1.23,Startup,201-500 orang,5-8jt,Tidak,malam,8.96,1.78,5.84,4,Berat,3,5.14,5.57,21:00-22:00,1.27,2.75,42.55,7.15,1,Ya,Tidak Teratur,8.51,3.61,,,6.48,2.96,5.95,4.28,5.12,2.87,Nyeri Punggung,Tidak Ada,Sedang Menjalani,,Sangat Tidak Aman,Tidak Ada,Parah,,0.45
KRY20633,Laras Kuswandari,,2/2/2021,Pria,18,s2,menikah,1,Research,Data Analyst,7.47,Corporate,> 1000 orang,20-30 juta,Ya,Malam,,0.24,3.94,0,Sedang,1,6.67,4,tidak tentu,0.21,,93.98,7.32,,Tidak,Teratur,6.07,3.95,1.06,6.08,3.64,3.75,4.7,5.76,,2.9,Mata Lelah,tidak ada,Tidak,5.77,Cukup Aman,Tidak Ada,Buruk,,0.85
KRY20292,Radit Uwais,23/01/2022,1-Dec-22,laki,23.42,S1,Menikah,0,Operations,Junior Developer,2.89,Corporate,> 1000 orang,12-20 juta,Tidak,Pagi,11.79,3.47,5.1,3,Sangat Berat,3,6.21,3.99,,,1.9,,4.02,1,ya,Buruk,8.41,8.98,4.24,9.46,6.3,1,5.3,unknown,5.85,2.32,Sakit Punggung,Pernah Depresi,Tidak,1.88,aman,Tidak Ada,Cukup,tidak mau menjawab,0.52
kry_10947,Hilda Hassanah,4/21/2025,4-Jan-20,Perempuan,28.13,S2,Belum Menikah,,Legal,Data Analyst,3.53,Corporate,> 1000 orang,12-20 juta,Ya,Malam,12.94,0.14,4.73,4,Berat,3,-5.05,5.56,00:00-01:00,1.23,1.9,219.62,8.87,2,Ya,Baik,8.15,6.12,5.48,8.11,4.09,8.5,4.23,4.08,6.69,8,Mata Perih,Tidak Ada,Belum Pernah,5.25,Sangat Tidak Aman,tidak ada,Baik,sering merasa lelah,0.72
EMP14411,R. Bala Wijaya,0000-00-00,5/12/2022,Laki-laki,33.02,S1,Menikah,0,SDM,Finance Analyst,3.52,Corporate,> 1000 orang,8-12 juta,Tidak,Rotasi,8.01,0.7,5.18,3,Berat,3,5.31,7.16,tidak tentu,,3.25,12.79,5.5,1,,Buruk,5.9,3.14,4.6,4.78,1.94,n/a,5.06,4.61,5.66,,Kelelahan Fisik,Tidak,Tidak Ada Akses,6.92,Tidak Aman,Ya,Bad,takut kehilangan pekerjaan,0.82
E10270,Bahuwirya Nugroho,19-Apr-25,27/12/2021,Perempuan,18,smk,Menikah,2,Legal,Project Manager,,Startup,> 1000 orang,12-20 juta,WFH & WFO,Pagi,9.81,1.08,4.46,3,berat,2,30.41,9.23,tidak tentu,1.88,,24.9,9.34,4,Ya,Cukup,9.57,,3.5,3,3.49,5.39,,5.25,,,nyeri punggung,Anxiety,Pernah,5.93,Cukup Aman,Tidak,Buruk,kadang2 stress,0.66
E17853,Novi Ardianto,0000-00-00,6-Aug-18,Laki-laki,31.77,s1,Menikah,1,IT,HR Manager,3.68,Corporate,51-200 orang,3-5 juta,Kadang,Pagi,7.23,1.52,5.07,1,berat,1,4.01,1.53,-,,0.28,31.41,8.26,4,Tidak,Baik,8.4,4.46,3.71,4.91,7.67,6.35,6.61,5.07,5.71,6.67,Tidak Ada,Tidak Ada,ya,6.03,Sangat Aman,,-,overwhelmed,0.8
kry_10927,Kamaria Saptono,24-Jun-22,6/16/2024,Laki-laki,28.64,S1,Menikah,3,Information Technology,Finance Analyst,13.24,PMA,51-200 orang,5-8 juta,Ya,Rotasi,6.74,0.85,6.93,2,berat,3,6.19,4.64,01:00-02:00,,0.25,1.14,12.94,1,Ya,Cukup,8.43,6.08,3.54,3.91,8.1,5.09,5.41,5.62,6.26,5.66,Pusing,Tidak Tahu,Tidak Tahu Ada,5.38,Netral,Tidak Tahu,Baik,overwhelmed,0.77
2230,"Prima Hutasoit, S.Farm",8/1/2022,9-Apr-21,laki,36.05,s1,Duda/Janda,10.98,IT,Junior Developer,1.48,BUMN,51-200 orang,12-20jt,Tidak,Pagi,,4.88,6.54,4,Normal,,4.87,7.54,00:00-01:00,0,1.48,38.1,,3,Tidak,Buruk,4.48,3.06,5.97,5.9,9.71,4.45,6.65,9.4,7.5,8.65,Jantung Berdebar,Tidak Ada,Tidak,8.71,aman,Tidak,Good,,0.66
ID29493,Dadap Nashiruddin,,6/12/2018,L,33.66,S2,MENIKAH,1,IT,Software Engineer,11.26,NGO,N/A,3-5 juta,T,Rotasi,6.62,7.69,5.22,2,Sangat Berat,3,6.98,7.22,Tidak Tentu,0.35,2.76,18.5,8.13,3,Kadang,Teratur,7.5,6.31,7.53,9.04,5.32,3.77,5.76,5.35,,10,Tidak Ada,Tidak Ada,Ya,1.01,Netral,Tidak Ada,Sangat Buruk,merasa tertekan,0.47
E0150,Gaduh Jailani,May-21,28-Aug-19,Perempuan,31.08,SMA/SMK,Menikah,1,Human Resources,Scrum Master,2.72,Startup,51-200,< 3 juta,Ya,Siang,5.09,1.16,3.91,,Sangat Ringan,0,8.33,5.98,00:00-01:00,0,0.26,,11.12,-2,No,Sehat,9.26,6.52,4.43,3.29,10,1.63,6.37,6.68,6.13,5.79,Nyeri Punggung,Tidak Tahu,Belum Pernah,5.79,Aman,Tidak Ada,Cukup Baik,gaji tidak cukup,0.57
13923,Paiman Suryatmi,0000-00-00,3/12/2026,Perempuan,37.3,S1,Duda,1,Engineering,Graphic Designer,unknown,Startup,501-1000 orang,,Tidak,Siang,10.9,1.39,-5.28,5,Berat,3,3.69,3.26,,0.8,2.38,57.68,7.67,2,Kadang,Sehat,5.46,5.91,,9.02,7.11,4.26,6.29,42.85,6.5,5.09,Nyeri Punggung,Tidak Ada,Ya,4.71,Tidak Aman,Tidak Ada,Baik,burnout parah,0.31
E19462,Gatot Yuliarti,8/14/2021,10-Sep-25,L,33.95,S1,Menikah,N/A,,Lainnya,10.42,corporate,Kecil,12-20 juta,Hybrid,Pagi,,1.74,4.35,2,Sangat Berat,48.23,5.01,5.8,23:00-00:00,1.06,1.04,212.99,11.46,1,tidak,Sedang,5.22,,3.57,7.98,6.97,6.99,60.55,5.12,9.8,5.7,Kelelahan Fisik,Tidak Ada,Sedang Menjalani,4.97,Cukup Aman,Ada dan Efektif,Baik,tidak ada keluhan,0.64
ID25264,"R. Diana Tamba, S.Pt",10/11/2021,2/17/2022,pr,23.47,S1,Married,1,Pemasaran,Backend Developer,6.14,Pemerintah,51-200 orang,3-5 juta,Tidak,Fleksibel,10.95,8,5.73,3,Sangat Berat,0,6.93,3.23,tidak tentu,0.51,0.3,60.06,9.35,5,ya,Cukup,8.16,8.85,2.37,7.68,4.52,8.5,7.27,2.78,61.14,6.24,Mata Perih,Burnout Sebelumnya,Tidak,10,Tidak Aman,Kurang Tahu,N/A,merasa tertekan,0.68
EMP24752,,7/1/2026,4/19/2024,Perempuan,18,,Cerai,3,Marketing,Frontend Developer,1.03,BUMN,501-1000 orang,5-8 juta,Tidak,Pagi,60.51,1.63,5.93,2,Sangat Berat,0,6.94,1.87,00:00-01:00,0.06,unknown,72.5,6.64,2,Tidak,Cukup,6.5,4.07,5.66,3.7,,4.29,4.06,1.24,8.13,6.95,nyeri punggung,Tidak Ada,Ya,4.61,Aman,Ada tapi Jarang Dipakai,Buruk,  ,
